Restaurant,Month,Week No.,Day,Date,Review Title/URL,Review,Rating Score,Rating,Responded?,"Response 
Date","Days between 
response"
Pizzeria Mozza,April,Week 16,Tuesday,12/4/2016,"""The best Pizza I ever had, but very expensive""","This very elegant pizzeria in this super elegant shopping mall in Singapore.. Where I had the pizza of my life. The restaurant is very elegant, our waiters were very friendly. And the food was great. The bill was however the least enjoyable part of the whole experience. thats the only reason I didnt rate 5/5 or even 6/5.. yes it was that good. But to be honest, when someone expects such a level.. one should expect that it comes with a price. After all, Singapore is one very expensive country",4-May,Very Good,No,,
Pizzeria Mozza,April,Week 16,Tuesday,12/4/2016,"""Little Italy in singapore""",The food was perfect from start to finish. Everything was delicious. Highly recommended. We had a great pizza for the main course and a couple of very tasty deserts.,5-May,Excellent,No,,
db Bistro & Oyster Bar,April,Week 16,Tuesday,12/4/2016,"""A delicious dinner from start to finish ""","We dined at this restaurant as it was located on the Marina Bay shoppes and we wanted a french dining experience. All I can say is WOW! We tasted the caviar which was absolutely amazing, escargot, seared foie gras which was a first for us to which we quite enjoyed, and also the steak tartare which was delicious also. Our main dishes were the Duck Confit and Bouillabaisse Royale which were both delicious also but we were still so swept up in the tastes from the starters as mentioned that we could not seem to wnjoy our mains as much as we would have liked to.",5-May,Excellent,No,,
Spago,April,Week 16,Tuesday,12/4/2016,"""Amazing""","A great place for a lovely evening, on the level of the infinity pool at Marina Bay Sands, Offering some of the best views in town.",4-May,Very Good,Yes,18/4/2016,6
CUT,April,Week 16,Wednesday,13/4/2016,"""Superb all the way""","Came to Cut to have dinner and drinks. Jan Jurecka and Lugiswaran make the best drinks in town - consistent and delicious. And Chef Burton Yi really knows his food. He's gifted and never fails to up the game. This is perhaps one of the best restaurants in the world. Thank you,Paul Joseph, for running the tightest ship in town. Cut is, unequivocally, a global and Asian jewel.",5-May,Excellent,No,,
CUT,April,Week 16,Wednesday,13/4/2016,"""Good steaks but a little overrated. Surprisingly good value bar!""","I've been lucky enough to have lived in NYC and whilst this is a good steak it's somewhat overrated as I had friends describe this place as amazing. The taste is good but the prices cannot be described as good value, apart from the bar. Also have to say that the service was excellent. Approx SGD 700 for 3 people for: - 2 pre dinner drinks - 2 starters - a main each (their cheapest sirloin and rib eyes) - 3 sides - a bottle of own brand Cabernet Sauvignon - and a dessert to share",4-May,Very Good,No,,
Pizzeria Mozza,April,Week 16,Wednesday,13/4/2016,"""Au·ergewîhnlich leckere Pizza""","For Singapore circumstances the prices are fine. Anticipation we had shrimp and the main course a terrific tasty pizza. However, this restaurant is not suitable for people who want to eat in a quiet atmosphere. Because this is more like a ;-) Us Station but it very much and tasted.",5-May,Excellent,No,,
Pizzeria Mozza,April,Week 16,Wednesday,13/4/2016,"""Pizza, pizza, pizza!""",One of my fave pizza places here in Singapore. Worth every penny. And wonderful service from their staff all the time. My usual staples is their Margherita and Eggplant pizza. But make sure you make necessary reservations before coming here during holidays and weekends as they can be really packed and wait list is long.,5-May,Excellent,No,,
Spago,April,Week 16,Wednesday,13/4/2016,"""Excellent dinner""","Dinner for 2 in March - excellent service, atmosphere and food. A few items were brought out within minutes of ordering, suggesting they were pre-made, which is not ideal but otherwise everything was perfect. Highly recommend.",5-May,Excellent,Yes,18/4/2016,5
Spago,April,Week 16,Wednesday,13/4/2016,"""Muy recomendado.""",Option restaurant and lounge bar. Care and excellent service. Good cocktails and very good dinner. The view is amazing!,5-May,Excellent,No,,
Spago,April,Week 16,Wednesday,13/4/2016,"""Wow""","Spago was some of the best food I have had since moving to Singapore. It has city vistas on one side of the restaurant and sea views on the other. Spago's has great cocktails, but the food blew us away. It was great. So many times we have gone to ""good"" restaurants only to be let down with a large bill at the end...but Spago was excellent! And try the Salted Caramel souffle for dessert. I'm not a dessert person, but even I couldn't get enough.",5-May,Excellent,Yes,18/4/2016,5
Bread Street Kitchen,April,Week 16,Thursday,14/4/2016,"""Great Bar & Food""",Had an excellent night out at this location. Sit at the bar to get a first hand view of excellent cocktail making. The food was excellent and complimented by the casual dining experience and attentive service from the bar staff and manager.,5-May,Excellent,Yes,17/4/2016,3
CUT,April,Week 16,Thursday,14/4/2016,"""Kudos to the staff!""","Great food & wine! We enjoyed excellent service especially from Angeline & Ryan. The starter was exceptional, although the beef could be better.",4-May,Very Good,No,,
Osteria Mozza,April,Week 16,Thursday,14/4/2016,"""Big Hits & Big Misses""","We were a table of 8 and ordered a wide variety of starters, all of which were excellent. The cheese stuffed foccacia was stunning, the burrata Pugliese as good as I have had in Puglia. But to me the star was the humble calamari fritti. I only ordered it, because it's the bog standard and I wanted to see how it would be. It was truly outstanding; tender squid, thin, crispy batter and then a light, lemony almost syrupy sauce, lightly enhancing the whole dish. And then the main courses arrived: The tortellini in brodo. Instead of a light, gentle broth, we got a monster of dark, much too deep and almost thickened soup, the tortellini were heavy, completely over salted (and I like a good dose of salt). This is a dish that can normally be served to a recovering consumptive, but this interpretation could have killed a cow. The pork chop was beautifully done, juicy and tender, but then it was covered with a thick layer of herbs and whatnot and sat in a heavy sauce that was completely unnecessary. All the 6 dishes I tasted, including the duck ragu pasta and the overcooked bream suffered the same problem: Too much flavour. The chef needs to realise when it is time to leave well enough alone. There is a point in which any further reduction of flavours becomes counterproductive and our chef last night passed that point and continued running. So we are left with a problem: Starters we will dream about and mains we want to try and forget. P.S.: We were joined by a quite well known French champagne producer and even he was shocked by the enormous markup on even the humblest of wines.",3-May,Average,No,,
